,Location,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
53,France,1.0067017,1.017708,1.0386218,1.064304,1.0898739,1.1099557,1.126318,1.1432881,1.1590248,1.1721715,1.1780853,1.174846,1.1635839,1.1517901,1.1438196,1.1461926,1.1712189,1.1942556,1.1769267,1.1303383
54,Gabon,0.47406733,0.46818712,0.46103832,0.45322895,0.44603303,0.44060367,0.43722183,0.43334165,0.430388,0.42818403,0.42696667,0.42603838,0.4262171,0.42537767,0.4257289,0.42536563,0.42505378,0.4247769,0.4250789,0.42526117
55,Gambia,0.33817935,0.3375176,0.3371493,0.33608812,0.33471468,0.33425832,0.33457065,0.33491594,0.33623272,0.33709523,0.3384206,0.33936408,0.3397003,0.3404234,0.34135285,0.34276915,0.34554937,0.34786144,0.34843624,0.34865776
56,Georgia,0.43138754,0.4308805,0.4305383,0.43070647,0.43118325,0.4318013,0.43158406,0.4324021,0.43220636,0.43311578,0.4338092,0.43533182,0.43722534,0.44070908,0.4437757,0.4470722,0.4676695,0.48756015,0.48876953,0.48838934
57,Germany,0.8777406,0.88515973,0.89340186,0.9027684,0.9130175,0.9210852,0.93127066,0.9442643,0.9555981,0.9660145,0.97114223,0.9712523,0.96739054,0.9639175,0.96199256,0.9660942,0.98577046,1.0036552,0.9971621,0.97461987
58,Ghana,0.42927134,0.43777922,0.44651693,0.45453012,0.4613019,0.4664061,0.47103068,0.47453424,0.478262,0.48177484,0.4842426,0.48812214,0.49158612,0.49426392,0.49834,0.50091964,0.50772417,0.5134259,0.5149284,0.5149666
59,Greece,0.5025474,0.5064259,0.51589555,0.52796066,0.540633,0.5521582,0.5655451,0.584117,0.60255796,0.61816484,0.62628275,0.6275919,0.6239299,0.6169951,0.6106884,0.6057322,0.5889173,0.5743253,0.5863216,0.6182273
60,Grenada,0.8613481,0.8614447,0.8627761,0.8640116,0.8650675,0.8650733,0.86409575,0.86318386,0.86265975,0.86188537,0.86130804,0.8644859,0.871426,0.87905276,0.88661367,0.89040965,0.89151704,0.89287364,0.8941285,0.8959639
61,Guatemala,0.40021598,0.3991969,0.3971998,0.3949674,0.3918685,0.39119667,0.3896454,0.38918272,0.38903806,0.3895747,0.39008132,0.39154163,0.39526397,0.3992038,0.40230128,0.40353727,0.39423358,0.3849592,0.37983942,0.36688766
62,Guinea,0.2516358,0.25237668,0.25318357,0.25415254,0.25472328,0.2557362,0.2563641,0.25699905,0.25751272,0.25792086,0.25847828,0.25998658,0.26196283,0.26331574,0.2646228,0.2652322,0.26613837,0.26704073,0.2675866,0.26786983
63,Guinea-Bissau,0.27138653,0.2721389,0.27302483,0.2738413,0.2754305,0.27643764,0.27805018,0.27907667,0.2804835,0.2820368,0.28299168,0.28462094,0.28738394,0.28964564,0.29126292,0.29248697,0.29305938,0.29330906,0.29368505,0.29424188
64,Guyana,0.6515776,0.6523802,0.6540772,0.65431577,0.654037,0.6534315,0.6518941,0.6494924,0.64693916,0.6448288,0.64369226,0.6436471,0.64467376,0.6459206,0.6478106,0.64889747,0.6513891,0.6542604,0.65924126,0.6695687
65,Haiti,0.5895582,0.5902408,0.59085625,0.59198856,0.592794,0.5935962,0.59465647,0.59587264,0.5962906,0.5969401,0.5965998,0.59675676,0.5975432,0.5996265,0.59984994,0.6013977,0.6011761,0.60261947,0.60255474,0.6047046
66,Honduras,0.47791114,0.47756356,0.4766061,0.47684336,0.47620675,0.47635025,0.47696716,0.4773841,0.47866303,0.48013735,0.48084444,0.48279086,0.48496962,0.4862972,0.48789796,0.48804605,0.4876235,0.48765448,0.4873061,0.48707122
