,Location,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
47,Eritrea,0.08776607,0.08813842,0.08815741,0.08801235,0.08804749,0.08804459,0.087342456,0.08630854,0.08543334,0.08469767,0.08407813,0.084012344,0.08442491,0.08470007,0.08515955,0.08556375,0.08611393,0.08673411,0.08749881,0.087786816
48,Estonia,0.13708341,0.13858351,0.14106695,0.14465371,0.14805767,0.15092017,0.15334122,0.15566118,0.15787074,0.15981692,0.16171196,0.16400343,0.16490607,0.16666701,0.16834277,0.16956419,0.1709759,0.17214932,0.17358734,0.1751613
49,Eswatini,0.13927065,0.13967492,0.13981552,0.14020881,0.14021619,0.14065398,0.14103411,0.14202502,0.14307266,0.14394149,0.14512868,0.14578654,0.14657716,0.14780019,0.14842162,0.1496626,0.15063074,0.15075812,0.15053543,0.1505392
50,Ethiopia,0.061299767,0.061226513,0.061414365,0.0617343,0.06199897,0.06239552,0.06295701,0.0640748,0.06524573,0.06650283,0.067813896,0.06929941,0.071328856,0.07344195,0.07559467,0.0777818,0.08039639,0.08291164,0.08461001,0.0861562
51,Fiji,0.09526114,0.09533042,0.0960219,0.09638096,0.096520506,0.09697237,0.09714643,0.09743924,0.09770518,0.097724386,0.09829723,0.098145485,0.09898401,0.099794894,0.10065422,0.10147748,0.102565765,0.103850216,0.10461819,0.10571018
52,Finland,0.45447108,0.46041885,0.4676293,0.47473732,0.47957295,0.48229498,0.48176882,0.47912955,0.47573107,0.47291663,0.47147146,0.47192234,0.47296742,0.47449762,0.47556847,0.47577435,0.4762386,0.47758844,0.47851437,0.48180756
53,France,0.424587,0.4265239,0.43099377,0.43538436,0.4398813,0.44317687,0.445222,0.4478375,0.44988844,0.45207554,0.45374352,0.45611948,0.45793402,0.4601503,0.4619605,0.46403405,0.4659254,0.46636334,0.46746197,0.46825343
54,Gabon,0.17846127,0.17809178,0.17769274,0.17775801,0.17719552,0.17686553,0.17650412,0.17625058,0.17578223,0.17533708,0.17528164,0.17522137,0.17637631,0.17820112,0.17893763,0.17999405,0.18078962,0.18105756,0.18180557,0.18273169
55,Gambia,0.08917313,0.089426875,0.08973573,0.090132825,0.09079073,0.09098925,0.09103183,0.090840824,0.090843275,0.090744086,0.09105802,0.09082519,0.0913294,0.091457315,0.091757566,0.091907956,0.09232334,0.09261848,0.09296786,0.092812374
56,Georgia,0.092534825,0.092708886,0.09360556,0.09543583,0.0971761,0.09889821,0.10083004,0.1033015,0.10542677,0.10821545,0.11054998,0.11263279,0.11514854,0.11743594,0.11954058,0.12139977,0.12315393,0.124370754,0.12578088,0.1273623
57,Germany,0.3918454,0.3935821,0.3963269,0.39936963,0.40170497,0.40381622,0.40503526,0.40610555,0.4074173,0.40787044,0.4096772,0.41205332,0.41420493,0.41666564,0.41812757,0.420048,0.4225094,0.42384425,0.42474633,0.42561316
58,Ghana,0.09533017,0.09592678,0.09653505,0.09742101,0.09809148,0.098633334,0.09959983,0.10080663,0.10126843,0.102056526,0.10332497,0.104649305,0.10647006,0.10846593,0.11049566,0.11243818,0.11420724,0.11601488,0.11687464,0.117816195
59,Greece,0.41314784,0.41775844,0.42361173,0.4308234,0.4366305,0.43969104,0.4407311,0.44098032,0.43963906,0.43888727,0.4378887,0.4364925,0.43472874,0.43247563,0.4301972,0.42965356,0.43050182,0.4313691,0.4310318,0.42984423
60,Grenada,0.19091323,0.19303048,0.19611074,0.19901174,0.2018218,0.20397381,0.20620283,0.20867026,0.21064676,0.2122821,0.21336624,0.21393685,0.21414298,0.21415214,0.21426056,0.2147164,0.21712744,0.2204002,0.22196285,0.22329906
61,Guatemala,0.17057174,0.17122911,0.17170271,0.1726725,0.17332104,0.17437884,0.17480616,0.17565343,0.17667274,0.17715928,0.17800406,0.1786809,0.17925279,0.17998177,0.18062517,0.18147749,0.18345854,0.18568383,0.18617883,0.18659186
62,Guinea,0.08709591,0.087092295,0.08693739,0.08685615,0.08709208,0.0869171,0.08688251,0.08701675,0.08705429,0.08668392,0.086792246,0.087045394,0.0876965,0.08850016,0.08898354,0.08960463,0.09104666,0.092303365,0.09291104,0.09339962
63,Guinea-Bissau,0.08514519,0.0849949,0.084938124,0.08478191,0.08483224,0.08463541,0.084308125,0.08413557,0.08406706,0.084076986,0.0841582,0.08393212,0.0844632,0.084913865,0.08525527,0.085819125,0.086852804,0.08737306,0.08784916,0.088340834
